year,gender,age_grp,pension_class,pension_type,retired,disabled,widowed,deceased,avg_pension
2025,Female,45,DB,Disability,3160,0,0,0,2598.8857
2025,Female,45,DB,Survivor,40570,0,0,110,4553.75
2025,Female,45,DC,Disability,2060,0,0,0,2487.1338
2025,Female,45,DC,Survivor,21080,0,0,30,3804.5518
2025,Female,50,DB,Old-age,10,0,0,0,20252.176
2025,Female,50,DB,Disability,3940,0,0,20,2615.7256
2025,Female,50,DB,Survivor,60670,0,0,340,5131.8008
2025,Female,50,DC,Disability,2430,0,0,10,2424.1116
2025,Female,50,DC,Survivor,19260,0,0,70,3806.1482
2025,Female,55,DB,Disability,5050,0,0,40,2287.1714
2025,Female,55,DB,Survivor,89040,0,0,530,5352.2515
2025,Female,55,DC,Disability,1910,0,0,10,2027.8999
2025,Female,55,DC,Survivor,20260,0,0,170,3655.1353
2025,Female,60,DB,Old-age,199950,0,0,2110,8980.8027
2025,Female,60,DB,Disability,4620,0,0,70,2212.4338
2025,Female,60,DB,Survivor,118350,0,0,1320,5261.2959
2025,Female,60,DC,Old-age,260,0,0,20,3378.4897
2025,Female,60,DC,Disability,1340,0,0,10,2662.4307
2025,Female,60,DC,Survivor,19700,0,0,240,3603.2134
2025,Female,65,DB,Old-age,226140,0,0,3940,8043.0117
2025,Female,65,DB,Disability,4850,0,0,70,1737.1023
2025,Female,65,DB,Survivor,141530,0,0,2260,4898.1494
2025,Female,65,DC,Old-age,1420,0,0,0,3397.1006
2025,Female,65,DC,Disability,500,0,0,0,2627.4951
2025,Female,65,DC,Survivor,17920,0,0,250,3663.3145
2025,Female,70,DB,Old-age,152210,0,0,4240,6558.8184
2025,Female,70,DB,Disability,3270,0,0,80,1508.972
2025,Female,70,DB,Survivor,154190,0,0,4150,4493.1299
2025,Female,70,DC,Old-age,1500,0,0,60,3383.2026
2025,Female,70,DC,Disability,270,0,0,0,4312.6606
2025,Female,70,DC,Survivor,14150,0,0,320,3425.2917
2025,Female,75,DB,Old-age,92040,0,0,3780,5635.1719
2025,Female,75,DB,Disability,2040,0,0,80,1322.8718
2025,Female,75,DB,Survivor,146640,0,0,7020,3949.0305
2025,Female,75,DC,Old-age,720,0,0,70,3390.1921
2025,Female,75,DC,Disability,180,0,0,0,2560.4951
2025,Female,75,DC,Survivor,9790,0,0,280,3377.061
2025,Female,80,DB,Old-age,50450,0,0,4380,4934.7622
2025,Female,80,DB,Disability,960,0,0,80,1396.3188
2025,Female,80,DB,Survivor,121920,0,0,10460,3653.8704
2025,Female,80,DC,Old-age,230,0,0,10,3391.354
2025,Female,80,DC,Disability,20,0,0,0,2425.0049
2025,Female,80,DC,Survivor,4980,0,0,440,3107.2385
2025,Female,85,DB,Old-age,23970,0,0,3270,4443.3892
2025,Female,85,DB,Disability,380,0,0,70,1150.579
2025,Female,85,DB,Survivor,71590,0,0,11290,3427.5439
2025,Female,85,DC,Old-age,50,0,0,10,3385.4644
2025,Female,85,DC,Disability,20,0,0,10,2474.6851
2025,Female,85,DC,Survivor,2140,0,0,290,2809.3284
2025,Female,90,DB,Old-age,7720,0,0,2010,4190.8521
2025,Female,90,DB,Disability,80,0,0,50,825.38922
2025,Female,90,DB,Survivor,28900,0,0,8500,3318.9382
2025,Female,90,DC,Disability,10,0,0,0,2425.0049
2025,Female,90,DC,Survivor,1060,0,0,260,2997.3669
2025,Female,95,DB,Old-age,1710,0,0,930,3415.2883
2025,Female,95,DB,Disability,70,0,0,20,1201.9647
2025,Female,95,DB,Survivor,6360,0,0,3980,3040.1995
2025,Female,95,DC,Disability,0,0,0,10,
2025,Female,95,DC,Survivor,420,0,0,180,2728.0381
2025,Female,100,DB,Old-age,100,0,0,330,3099.2712
2025,Female,100,DB,Survivor,300,0,0,920,2926.1848
2025,Female,100,DC,Survivor,30,0,0,280,2513.6699
2025,Female,105,DB,Old-age,0,0,0,20,
2025,Female,105,DB,Survivor,0,0,0,160,
2025,Female,105,DC,Survivor,0,0,0,60,
2025,Female,110,DB,Survivor,0,0,0,10,
2025,Female,110,DC,Survivor,0,0,0,10,
2025,Female,115,DC,Survivor,0,0,0,10,
2025,Female,120,DB,Old-age,0,0,0,10,
2025,Female,320,DB,Survivor,0,0,0,10,
2025,Male,15,DC,Total,50,0,0,0,1094.0074
2025,Male,20,DB,Total,10,0,0,0,598.3335
2025,Male,20,DC,Total,1850,0,0,0,2037.9237
2025,Male,25,DC,Total,5760,0,0,0,2703.8892
2025,Male,30,DB,Total,100,0,0,0,7678.3257
2025,Male,30,DC,Total,8810,0,0,20,3337.0977
2025,Male,35,DB,Total,760,0,0,10,3925.4148
2025,Male,35,DC,Total,13910,0,0,20,3876.4199
2025,Male,40,DB,Total,8120,0,0,80,3431.3586
2025,Male,40,DC,Total,11790,0,0,40,3732.2754
2025,Male,45,DB,Total,19160,0,0,130,3313.1733
2025,Male,45,DC,Total,9690,0,0,90,3579.1541
2025,Male,50,DB,Total,27170,0,0,250,3038.3799
2025,Male,50,DC,Total,8610,0,0,60,3747.1707
2025,Male,55,DB,Total,34030,0,0,330,2909.6516
2025,Male,55,DC,Total,7990,0,0,50,3929.6013
2025,Male,60,DB,Total,515470,0,0,8250,10690.582
2025,Male,60,DC,Total,7270,0,0,110,4001.5725
2025,Male,65,DB,Total,624060,0,0,14510,9530.2129
2025,Male,65,DC,Total,9050,0,0,100,3493.7168
2025,Male,70,DB,Total,491850,0,0,17740,7840.9482
2025,Male,70,DC,Total,8720,0,0,290,3488.6628
2025,Male,75,DB,Total,321670,0,0,18090,6412.6934
2025,Male,75,DC,Total,5470,0,0,210,3543.5918
2025,Male,80,DB,Total,189760,0,0,16330,5177.1431
2025,Male,80,DC,Total,2690,0,0,230,3246.6707
2025,Male,85,DB,Total,85330,0,0,12090,4787.7954
2025,Male,85,DC,Total,680,0,0,90,3171.8733
2025,Male,90,DB,Total,28360,0,0,6200,4147.6763
2025,Male,90,DC,Total,190,0,0,80,2678.9983
2025,Male,95,DB,Total,6060,0,0,2280,3640.9014
2025,Male,95,DC,Total,30,0,0,10,2425.0049
2025,Male,100,DB,Total,320,0,0,710,3014.7312
2025,Male,100,DC,Total,0,0,0,10,
2025,Male,105,DB,Total,0,0,0,60,
2025,Male,105,DC,Total,0,0,0,40,
2025,Female,0,DB,Total,10,0,0,0,5810.873
2025,Female,15,DC,Total,30,0,0,0,2474.157
2025,Female,20,DB,Total,10,0,0,0,21359.377
2025,Female,20,DC,Total,1630,0,0,0,3280.3894
2025,Female,25,DB,Total,450,0,0,0,5226.5239
2025,Female,25,DC,Total,7340,0,0,20,3436.4692
2025,Female,30,DB,Total,1810,0,0,0,3690.4282
2025,Female,30,DC,Total,14630,0,0,20,3506.4248
2025,Female,35,DB,Total,7230,0,0,10,3848.0928
2025,Female,35,DC,Total,22340,0,0,20,3628.1304
2025,Female,40,DB,Total,23550,0,0,30,4061.1318
2025,Female,40,DC,Total,22890,0,0,60,3641.731
2025,Female,45,DB,Total,43730,0,0,110,4412.4883
2025,Female,45,DC,Total,23140,0,0,30,3687.2708
2025,Female,50,DB,Total,64620,0,0,360,4980.731
2025,Female,50,DC,Total,21690,0,0,80,3651.3142
2025,Female,55,DB,Total,94090,0,0,570,5187.7422
2025,Female,55,DC,Total,22170,0,0,180,3514.9448
2025,Female,60,DB,Total,322920,0,0,3500,7520.771
2025,Female,60,DC,Total,21300,0,0,270,3541.2849
2025,Female,65,DB,Total,372520,0,0,6270,6766.0977
2025,Female,65,DC,Total,19840,0,0,250,3618.1565
2025,Female,70,DB,Total,309670,0,0,8470,5476.9521
2025,Female,70,DC,Total,15920,0,0,380,3436.3757
2025,Female,75,DB,Total,240720,0,0,10880,4571.4761
2025,Female,75,DC,Total,10690,0,0,350,3364.196
2025,Female,80,DB,Total,173330,0,0,14920,4014.1873
2025,Female,80,DC,Total,5230,0,0,450,3117.124
2025,Female,85,DB,Total,95940,0,0,14630,3672.3279
2025,Female,85,DC,Total,2210,0,0,310,2819.3347
2025,Female,90,DB,Total,36700,0,0,10560,3496.9136
2025,Female,90,DC,Total,1070,0,0,260,2992.0176
2025,Female,95,DB,Total,8140,0,0,4930,3103.188
2025,Female,95,DC,Total,420,0,0,190,2728.0381
2025,Female,100,DB,Total,400,0,0,1250,2969.4565
2025,Female,100,DC,Total,30,0,0,280,2513.6699
2025,Female,105,DB,Total,0,0,0,180,
2025,Female,105,DC,Total,0,0,0,60,
2025,Female,110,DB,Total,0,0,0,10,
2025,Female,110,DC,Total,0,0,0,10,
2025,Female,115,DC,Total,0,0,0,10,
2025,Female,120,DB,Total,0,0,0,10,
2025,Female,320,DB,Total,0,0,0,10,
2025,Male,15,Total,Disability,50,0,0,0,1094.0074
2025,Male,20,Total,Disability,1850,0,0,0,2022.8489
2025,Male,20,Total,Survivor,10,0,0,0,3387.1719
2025,Male,25,Total,Disability,5630,0,0,0,2687.936
2025,Male,25,Total,Survivor,130,0,0,0,3394.7761
2025,Male,30,Total,Disability,8470,0,0,20,3341.9495
2025,Male,30,Total,Survivor,440,0,0,0,4230.3428
2025,Male,35,Total,Disability,13520,0,0,20,3852.6897
2025,Male,35,Total,Survivor,1150,0,0,10,4187.7842
2025,Male,40,Total,Disability,17980,0,0,120,3540.4783
2025,Male,40,Total,Survivor,1930,0,0,0,4253.0366
2025,Male,45,Total,Disability,25800,0,0,210,3331.2139
2025,Male,45,Total,Survivor,3050,0,0,10,4005.6011
2025,Male,50,Total,Old-age,20,0,0,0,3093.2942
2025,Male,50,Total,Disability,31840,0,0,270,3126.0947
2025,Male,50,Total,Survivor,3920,0,0,40,3882.4492
2025,Male,55,Total,Disability,37390,0,0,350,2903.5525
2025,Male,55,Total,Survivor,4630,0,0,30,4719.0352
2025,Male,60,Total,Old-age,474940,0,0,7610,11361.632
2025,Male,60,Total,Disability,42770,0,0,670,2790.293
2025,Male,60,Total,Survivor,5030,0,0,80,4837.2446
2025,Male,65,Total,Old-age,588010,0,0,13630,9965.6641
2025,Male,65,Total,Disability,40150,0,0,920,2430.2734
2025,Male,65,Total,Survivor,4950,0,0,60,4355.0122
2025,Male,70,Total,Old-age,461830,0,0,16690,8221.8359
2025,Male,70,Total,Disability,34590,0,0,1200,2046.9536
2025,Male,70,Total,Survivor,4150,0,0,140,4601.6914
2025,Male,75,Total,Old-age,299480,0,0,16600,6760.7754
2025,Male,75,Total,Disability,24790,0,0,1530,1825.2842
2025,Male,75,Total,Survivor,2870,0,0,170,4246.9404
2025,Male,80,Total,Old-age,175960,0,0,15080,5468.2144
2025,Male,80,Total,Disability,14560,0,0,1240,1470.0798
2025,Male,80,Total,Survivor,1930,0,0,240,3915.5032
2025,Male,85,Total,Old-age,79240,0,0,11300,5040.0269
2025,Male,85,Total,Disability,5790,0,0,720,1377.525
2025,Male,85,Total,Survivor,980,0,0,160,3420.2976
2025,Male,90,Total,Old-age,26470,0,0,5760,4333.5107
2025,Male,90,Total,Disability,1700,0,0,380,1390.8475
2025,Male,90,Total,Survivor,380,0,0,140,2801.6611
2025,Male,95,Total,Old-age,5710,0,0,2160,3758.1384
2025,Male,95,Total,Disability,270,0,0,120,1151.2278
2025,Male,95,Total,Survivor,110,0,0,10,3334.6497
2025,Male,100,Total,Old-age,300,0,0,680,3142.5049
2025,Male,100,Total,Disability,20,0,0,30,1098.1246
2025,Male,100,Total,Survivor,0,0,0,10,
2025,Male,105,Total,Old-age,0,0,0,50,
2025,Male,105,Total,Disability,0,0,0,10,
2025,Male,105,Total,Survivor,0,0,0,40,
2025,Female,0,Total,Survivor,10,0,0,0,5810.873
2025,Female,15,Total,Disability,10,0,0,0,613.41345
2025,Female,15,Total,Survivor,20,0,0,0,3404.5288
2025,Female,20,Total,Disability,320,0,0,0,1722.3221
2025,Female,20,Total,Survivor,1320,0,0,0,3795.0647
2025,Female,25,Total,Disability,600,0,0,0,2107.2544
2025,Female,25,Total,Survivor,7190,0,0,20,3659.425
2025,Female,30,Total,Disability,1330,0,0,0,2704.7051
2025,Female,30,Total,Survivor,15110,0,0,20,3599.0344
2025,Female,35,Total,Old-age,10,0,0,0,3689.6094
2025,Female,35,Total,Disability,2830,0,0,10,3128.4731
2025,Female,35,Total,Survivor,26730,0,0,20,3740.5039
2025,Female,40,Total,Disability,3710,0,0,0,2819.9197
2025,Female,40,Total,Survivor,42730,0,0,90,3944.2307
2025,Female,45,Total,Disability,5220,0,0,0,2554.7844
2025,Female,45,Total,Survivor,61650,0,0,140,4297.5767
2025,Female,50,Total,Old-age,10,0,0,0,20252.176
2025,Female,50,Total,Disability,6370,0,0,30,2542.6296
2025,Female,50,Total,Survivor,79930,0,0,410,4812.3701
2025,Female,55,Total,Disability,6960,0,0,50,2216.0208
2025,Female,55,Total,Survivor,109300,0,0,700,5037.6719
2025,Female,60,Total,Old-age,200210,0,0,2130,8973.5273
2025,Female,60,Total,Disability,5960,0,0,80,2313.6077
2025,Female,60,Total,Survivor,138050,0,0,1560,5024.6846
2025,Female,65,Total,Old-age,227560,0,0,3940,8014.0205
2025,Female,65,Total,Disability,5350,0,0,70,1820.3167
2025,Female,65,Total,Survivor,159450,0,0,2510,4759.3706
2025,Female,70,Total,Old-age,153710,0,0,4300,6527.8286
2025,Female,70,Total,Disability,3540,0,0,80,1722.8126
2025,Female,70,Total,Survivor,168340,0,0,4470,4403.3716
2025,Female,75,Total,Old-age,92760,0,0,3850,5617.7466
2025,Female,75,Total,Disability,2220,0,0,80,1423.2197
2025,Female,75,Total,Survivor,156430,0,0,7300,3913.2344
2025,Female,80,Total,Old-age,50680,0,0,4390,4927.7578
2025,Female,80,Total,Disability,980,0,0,80,1417.3124
2025,Female,80,Total,Survivor,126900,0,0,10900,3632.4185
2025,Female,85,Total,Old-age,24020,0,0,3280,4441.187
2025,Female,85,Total,Disability,400,0,0,80,1216.7843
2025,Female,85,Total,Survivor,73730,0,0,11580,3409.6003
2025,Female,90,Total,Old-age,7720,0,0,2010,4190.8521
2025,Female,90,Total,Disability,90,0,0,50,1003.1243
2025,Female,90,Total,Survivor,29960,0,0,8760,3307.561
2025,Female,95,Total,Old-age,1710,0,0,930,3415.2883
2025,Female,95,Total,Disability,70,0,0,30,1201.9647
2025,Female,95,Total,Survivor,6780,0,0,4160,3020.8621
2025,Female,100,Total,Old-age,100,0,0,330,3099.2712
2025,Female,100,Total,Survivor,330,0,0,1200,2888.6836
2025,Female,105,Total,Old-age,0,0,0,20,
2025,Female,105,Total,Survivor,0,0,0,220,
2025,Female,110,Total,Survivor,0,0,0,20,
2025,Female,115,Total,Survivor,0,0,0,10,
2025,Female,120,Total,Old-age,0,0,0,10,
2025,Female,320,Total,Survivor,0,0,0,10,
2025,Total,0,DB,Survivor,10,0,0,0,5810.873
2025,Total,15,DC,Disability,60,0,0,0,1013.9084
2025,Total,15,DC,Survivor,20,0,0,0,3404.5288
2025,Total,20,DB,Disability,10,0,0,0,598.3335
2025,Total,20,DB,Survivor,10,0,0,0,21359.377
2025,Total,20,DC,Disability,2160,0,0,0,1984.9214
2025,Total,20,DC,Survivor,1320,0,0,0,3658.9116
2025,Total,25,DB,Survivor,450,0,0,0,5226.5239
2025,Total,25,DC,Disability,6230,0,0,0,2632.0117
2025,Total,25,DC,Survivor,6870,0,0,20,3551.7688
2025,Total,30,DB,Disability,70,0,0,0,2979.0701
2025,Total,30,DB,Survivor,1840,0,0,0,3934.2244
2025,Total,30,DC,Disability,9730,0,0,20,3257.4548
2025,Total,30,DC,Survivor,13710,0,0,20,3574.3101
2025,Total,35,DB,Old-age,10,0,0,0,3689.6094
2025,Total,35,DB,Disability,810,0,0,10,3351.1536
2025,Total,35,DB,Survivor,7170,0,0,10,3912.6494
2025,Total,35,DC,Disability,15540,0,0,20,3746.9438
2025,Total,35,DC,Survivor,20710,0,0,20,3705.7424
2025,Total,40,DB,Disability,9170,0,0,80,3239.8103
2025,Total,40,DB,Survivor,22500,0,0,30,4168.5879
2025,Total,40,DC,Disability,12520,0,0,40,3547.1755
2025,Total,40,DC,Survivor,22160,0,0,60,3743.3262
2025,Total,45,DB,Disability,21110,0,0,130,3138.3433
2025,Total,45,DB,Survivor,41780,0,0,110,4552.1323
2025,Total,45,DC,Disability,9910,0,0,80,3333.0847
2025,Total,45,DC,Survivor,22920,0,0,40,3794.7024
2025,Total,50,DB,Old-age,30,0,0,0,8812.9219
2025,Total,50,DB,Disability,29380,0,0,250,2879.2156
2025,Total,50,DB,Survivor,62380,0,0,360,5122.6655
2025,Total,50,DC,Disability,8830,0,0,50,3526.6196
2025,Total,50,DC,Survivor,21470,0,0,90,3741.0381
2025,Total,55,DB,Disability,36850,0,0,350,2635.1792
2025,Total,55,DB,Survivor,91270,0,0,550,5368.9468
2025,Total,55,DC,Disability,7500,0,0,50,3584.1304
2025,Total,55,DC,Survivor,22660,0,0,180,3638.2554
2025,Total,60,DB,Old-age,674160,0,0,9690,10664.13
2025,Total,60,DB,Disability,43240,0,0,690,2565.824
2025,Total,60,DB,Survivor,120990,0,0,1370,5281.4736
2025,Total,60,DC,Old-age,990,0,0,50,3387.3999
2025,Total,60,DC,Disability,5490,0,0,60,4040.7476
2025,Total,60,DC,Survivor,22090,0,0,270,3575.5352
2025,Total,65,DB,Old-age,809480,0,0,17510,9466.5117
2025,Total,65,DB,Disability,42760,0,0,980,2252.427
2025,Total,65,DB,Survivor,144340,0,0,2290,4909.7002
2025,Total,65,DC,Old-age,6090,0,0,60,3387.3774
2025,Total,65,DC,Disability,2740,0,0,10,4014.7429
2025,Total,65,DC,Survivor,20060,0,0,280,3577.908
2025,Total,70,DB,Old-age,608240,0,0,20740,7851.8374
2025,Total,70,DB,Disability,36510,0,0,1240,1906.2021
2025,Total,70,DB,Survivor,156770,0,0,4230,4511.2021
2025,Total,70,DC,Old-age,7300,0,0,250,3381.0054
2025,Total,70,DC,Disability,1620,0,0,40,4510.7671
2025,Total,70,DC,Survivor,15720,0,0,380,3380.3728
2025,Total,75,DB,Old-age,387800,0,0,20280,6525.9185
2025,Total,75,DB,Disability,26010,0,0,1540,1711.8383
2025,Total,75,DB,Survivor,148580,0,0,7150,3957.064
2025,Total,75,DC,Old-age,4440,0,0,170,3393.6665
2025,Total,75,DC,Disability,1000,0,0,70,3883.4292
2025,Total,75,DC,Survivor,10720,0,0,320,3395.0928
2025,Total,80,DB,Old-age,224770,0,0,19350,5363.7407
2025,Total,80,DB,Disability,15100,0,0,1290,1414.5204
2025,Total,80,DB,Survivor,123220,0,0,10610,3661.9585
2025,Total,80,DC,Old-age,1870,0,0,120,3378.4661
2025,Total,80,DC,Disability,440,0,0,30,3259.2532
2025,Total,80,DC,Survivor,5610,0,0,530,3080.9805
2025,Total,85,DB,Old-age,102990,0,0,14510,4904.7251
2025,Total,85,DB,Disability,6020,0,0,780,1325.0078
2025,Total,85,DB,Survivor,72260,0,0,11430,3428.6125
2025,Total,85,DC,Old-age,270,0,0,70,3375.5076
2025,Total,85,DC,Disability,170,0,0,20,2859.0352
2025,Total,85,DC,Survivor,2450,0,0,310,2853.135
2025,Total,90,DB,Old-age,34160,0,0,7760,4302.0962
2025,Total,90,DB,Disability,1750,0,0,420,1339.7939
2025,Total,90,DB,Survivor,29150,0,0,8580,3315.9719
2025,Total,90,DC,Old-age,30,0,0,10,3393.6545
2025,Total,90,DC,Disability,40,0,0,10,2752.0649
2025,Total,90,DC,Survivor,1190,0,0,320,2939.9802
2025,Total,95,DB,Old-age,7420,0,0,3090,3679.1257
2025,Total,95,DB,Disability,320,0,0,140,1082.7155
2025,Total,95,DB,Survivor,6460,0,0,3980,3046.1658
2025,Total,95,DC,Disability,20,0,0,10,2425.0049
2025,Total,95,DC,Survivor,430,0,0,190,2720.991
2025,Total,100,DB,Old-age,400,0,0,1010,3131.6965
2025,Total,100,DB,Disability,20,0,0,30,1098.1246
2025,Total,100,DB,Survivor,300,0,0,920,2926.1848
2025,Total,100,DC,Survivor,30,0,0,290,2513.6699
2025,Total,105,DB,Old-age,0,0,0,70,
2025,Total,105,DB,Disability,0,0,0,10,
2025,Total,105,DB,Survivor,0,0,0,160,
2025,Total,105,DC,Survivor,0,0,0,100,
2025,Total,110,DB,Survivor,0,0,0,10,
2025,Total,110,DC,Survivor,0,0,0,10,
2025,Total,115,DC,Survivor,0,0,0,10,
2025,Total,120,DB,Old-age,0,0,0,10,
2025,Total,320,DB,Survivor,0,0,0,10,
2025,Male,Total,DB,Old-age,2095150,0,0,89000,8839.2939
2025,Male,Total,DB,Disability,239060,0,0,7360,2386.2366
2025,Male,Total,DB,Survivor,18020,0,0,700,5306.5083
2025,Male,Total,DC,Old-age,16810,0,0,560,3384.6213
2025,Male,Total,DC,Disability,68110,0,0,450,3694.3103
2025,Male,Total,DC,Survivor,17640,0,0,440,3318.4604
2025,Female,Total,DB,Old-age,754310,0,0,25020,7325.5649
2025,Female,Total,DB,Disability,30070,0,0,580,2113.7891
2025,Female,Total,DB,Survivor,1011460,0,0,51100,4443.9502
2025,Female,Total,DC,Old-age,4180,0,0,170,3389.3103
2025,Female,Total,DC,Disability,15890,0,0,60,2578.0339
2025,Female,Total,DC,Survivor,192500,0,0,3000,3628.6233
2025,Male,15,Total,Total,50,0,0,0,1094.0074
2025,Male,20,Total,Total,1860,0,0,0,2030.184
2025,Male,25,Total,Total,5760,0,0,0,2703.8892
2025,Male,30,Total,Total,8910,0,0,20,3385.8208
2025,Male,35,Total,Total,14670,0,0,30,3878.958
