year,gender,age_grp,pension_class,pension_type,retired,disabled,widowed,deceased,avg_pension,pension_index
2026,Female,60,1,2,0,13654.77,0,273.1,4129.65,
2026,Female,60,1,3,0,0,29260.21,585.2,3539.7,
2026,Female,65,1,1,197414.17,0,0,3948.28,4955.58,
2026,Female,65,1,2,0,17716.66,0,354.33,4129.65,
2026,Female,65,1,3,0,0,37964.26,759.29,3539.7,
2026,Female,70,1,1,215316.59,0,0,4306.33,4955.58,
2026,Female,70,1,2,0,19323.28,0,386.47,4129.65,
2026,Female,70,1,3,0,0,41407.04,828.14,3539.7,
2026,Female,75,1,1,197414.17,0,0,3948.28,4955.58,
2026,Female,75,1,2,0,17716.66,0,354.33,4129.65,
2026,Female,75,1,3,0,0,37964.26,759.29,3539.7,
2026,Female,80,1,1,152153.1,0,0,3043.06,4955.58,
2026,Female,80,1,2,0,13654.77,0,273.1,4129.65,
2026,Female,80,1,3,0,0,29260.21,585.2,3539.7,
2026,Female,85,1,1,98579.12,0,0,1971.58,4955.58,
2026,Female,85,1,2,0,8846.84,0,176.94,4129.65,
2026,Female,85,1,3,0,0,18957.52,379.15,3539.7,
2026,Female,90,1,1,53689.67,0,0,1073.79,4955.58,
2026,Female,90,1,2,0,4818.3,0,96.37,4129.65,
2026,Female,90,1,3,0,0,10324.94,206.5,3539.7,
2026,Female,95,1,1,24580.92,0,0,491.62,4955.58,
2026,Female,95,1,2,0,2205.98,0,44.12,4129.65,
2026,Female,95,1,3,0,0,4727.1,94.54,3539.7,
2027,Male,50,1,1,50650.01,0,0,1013.0,5129.03,
2027,Male,50,1,2,0,4545.51,0,90.91,4274.19,
2027,Male,50,1,3,0,0,9740.39,194.81,3663.59,
2027,Male,55,1,1,92998.02,0,0,1859.96,5129.03,
2027,Male,55,1,2,0,8345.98,0,166.92,4274.19,
2027,Male,55,1,3,0,0,17884.24,357.68,3663.59,
2027,Male,60,1,1,143538.89,0,0,2870.78,5129.03,
2027,Male,60,1,2,0,12881.7,0,257.63,4274.19,
2027,Male,60,1,3,0,0,27603.63,552.07,3663.59,
2027,Male,65,1,1,186237.49,0,0,3724.75,5129.03,
2027,Male,65,1,2,0,16713.62,0,334.27,4274.19,
2027,Male,65,1,3,0,0,35814.9,716.3,3663.59,
2027,Male,70,1,1,203126.36,0,0,4062.53,5129.03,
2027,Male,70,1,2,0,18229.29,0,364.59,4274.19,
2027,Male,70,1,3,0,0,39062.76,781.26,3663.59,
2027,Male,75,1,1,186237.49,0,0,3724.75,5129.03,
2027,Male,75,1,2,0,16713.62,0,334.27,4274.19,
2027,Male,75,1,3,0,0,35814.9,716.3,3663.59,
2027,Male,80,1,1,143538.89,0,0,2870.78,5129.03,
2027,Male,80,1,2,0,12881.7,0,257.63,4274.19,
2027,Male,80,1,3,0,0,27603.63,552.07,3663.59,
2027,Male,85,1,1,92998.02,0,0,1859.96,5129.03,
2027,Male,85,1,2,0,8345.98,0,166.92,4274.19,
2027,Male,85,1,3,0,0,17884.24,357.68,3663.59,
2027,Male,90,1,1,50650.01,0,0,1013.0,5129.03,
2027,Male,90,1,2,0,4545.51,0,90.91,4274.19,
2027,Male,90,1,3,0,0,9740.39,194.81,3663.59,
2027,Male,95,1,1,23189.26,0,0,463.79,5129.03,
2027,Male,95,1,2,0,2081.09,0,41.62,4274.19,
2027,Male,95,1,3,0,0,4459.47,89.19,3663.59,
2027,Female,50,1,1,54870.84,0,0,1097.42,5129.03,
2027,Female,50,1,2,0,4924.31,0,98.49,4274.19,
2027,Female,50,1,3,0,0,10552.08,211.04,3663.59,
2027,Female,55,1,1,100747.86,0,0,2014.96,5129.03,
2027,Female,55,1,2,0,9041.47,0,180.83,4274.19,
2027,Female,55,1,3,0,0,19374.59,387.49,3663.59,
2027,Female,60,1,1,155500.46,0,0,3110.01,5129.03,
2027,Female,60,1,2,0,13955.17,0,279.1,4274.19,
2027,Female,60,1,3,0,0,29903.94,598.08,3663.59,
2027,Female,65,1,1,201757.28,0,0,4035.15,5129.03,
2027,Female,65,1,2,0,18106.42,0,362.13,4274.19,
2027,Female,65,1,3,0,0,38799.48,775.99,3663.59,
2027,Female,70,1,1,220053.55,0,0,4401.07,5129.03,
2027,Female,70,1,2,0,19748.4,0,394.97,4274.19,
2027,Female,70,1,3,0,0,42317.99,846.36,3663.59,
2027,Female,75,1,1,201757.28,0,0,4035.15,5129.03,
2027,Female,75,1,2,0,18106.42,0,362.13,4274.19,
2027,Female,75,1,3,0,0,38799.48,775.99,3663.59,
2027,Female,80,1,1,155500.46,0,0,3110.01,5129.03,
2027,Female,80,1,2,0,13955.17,0,279.1,4274.19,
2027,Female,80,1,3,0,0,29903.94,598.08,3663.59,
2027,Female,85,1,1,100747.86,0,0,2014.96,5129.03,
2027,Female,85,1,2,0,9041.47,0,180.83,4274.19,
2027,Female,85,1,3,0,0,19374.59,387.49,3663.59,
2027,Female,90,1,1,54870.84,0,0,1097.42,5129.03,
2027,Female,90,1,2,0,4924.31,0,98.49,4274.19,
2027,Female,90,1,3,0,0,10552.08,211.04,3663.59,
2027,Female,95,1,1,25121.7,0,0,502.43,5129.03,
2027,Female,95,1,2,0,2254.51,0,45.09,4274.19,
2027,Female,95,1,3,0,0,4831.1,96.62,3663.59,
2028,Male,50,1,1,51764.31,0,0,1035.29,5308.54,
2028,Male,50,1,2,0,4645.51,0,92.91,4423.78,
2028,Male,50,1,3,0,0,9954.67,199.09,3791.82,
2028,Male,55,1,1,95043.98,0,0,1900.88,5308.54,
2028,Male,55,1,2,0,8529.59,0,170.59,4423.78,
2028,Male,55,1,3,0,0,18277.69,365.55,3791.82,
2028,Male,60,1,1,146696.75,0,0,2933.93,5308.54,
2028,Male,60,1,2,0,13165.09,0,263.3,4423.78,
2028,Male,60,1,3,0,0,28210.91,564.22,3791.82,
2028,Male,65,1,1,190334.71,0,0,3806.69,5308.54,
2028,Male,65,1,2,0,17081.32,0,341.63,4423.78,
2028,Male,65,1,3,0,0,36602.83,732.06,3791.82,
2028,Male,70,1,1,207595.14,0,0,4151.9,5308.54,
2028,Male,70,1,2,0,18630.33,0,372.61,4423.78,
2028,Male,70,1,3,0,0,39922.14,798.44,3791.82,
2028,Male,75,1,1,190334.71,0,0,3806.69,5308.54,
2028,Male,75,1,2,0,17081.32,0,341.63,4423.78,
2028,Male,75,1,3,0,0,36602.83,732.06,3791.82,
2028,Male,80,1,1,146696.75,0,0,2933.93,5308.54,
2028,Male,80,1,2,0,13165.09,0,263.3,4423.78,
2028,Male,80,1,3,0,0,28210.91,564.22,3791.82,
2028,Male,85,1,1,95043.98,0,0,1900.88,5308.54,
2028,Male,85,1,2,0,8529.59,0,170.59,4423.78,
2028,Male,85,1,3,0,0,18277.69,365.55,3791.82,
2028,Male,90,1,1,51764.31,0,0,1035.29,5308.54,
2028,Male,90,1,2,0,4645.51,0,92.91,4423.78,
2028,Male,90,1,3,0,0,9954.67,199.09,3791.82,
2028,Male,95,1,1,23699.43,0,0,473.99,5308.54,
2028,Male,95,1,2,0,2126.87,0,42.54,4423.78,
2028,Male,95,1,3,0,0,4557.58,91.15,3791.82,
2028,Female,50,1,1,56078.0,0,0,1121.56,5308.54,
2028,Female,50,1,2,0,5032.64,0,100.65,4423.78,
2028,Female,50,1,3,0,0,10784.23,215.68,3791.82,
2028,Female,55,1,1,102964.31,0,0,2059.29,5308.54,
2028,Female,55,1,2,0,9240.39,0,184.81,4423.78,
2028,Female,55,1,3,0,0,19800.83,396.02,3791.82,
2028,Female,60,1,1,158921.47,0,0,3178.43,5308.54,
2028,Female,60,1,2,0,14262.18,0,285.24,4423.78,
2028,Female,60,1,3,0,0,30561.82,611.24,3791.82,
2028,Female,65,1,1,206195.94,0,0,4123.92,5308.54,
2028,Female,65,1,2,0,18504.76,0,370.1,4423.78,
2028,Female,65,1,3,0,0,39653.07,793.06,3791.82,
2028,Female,70,1,1,224894.73,0,0,4497.89,5308.54,
2028,Female,70,1,2,0,20182.86,0,403.66,4423.78,
2028,Female,70,1,3,0,0,43248.99,864.98,3791.82,
2028,Female,75,1,1,206195.94,0,0,4123.92,5308.54,
2028,Female,75,1,2,0,18504.76,0,370.1,4423.78,
2028,Female,75,1,3,0,0,39653.07,793.06,3791.82,
2028,Female,80,1,1,158921.47,0,0,3178.43,5308.54,
2028,Female,80,1,2,0,14262.18,0,285.24,4423.78,
2028,Female,80,1,3,0,0,30561.82,611.24,3791.82,
2028,Female,85,1,1,102964.31,0,0,2059.29,5308.54,
2028,Female,85,1,2,0,9240.39,0,184.81,4423.78,
2028,Female,85,1,3,0,0,19800.83,396.02,3791.82,
2028,Female,90,1,1,56078.0,0,0,1121.56,5308.54,
2028,Female,90,1,2,0,5032.64,0,100.65,4423.78,
2028,Female,90,1,3,0,0,10784.23,215.68,3791.82,
2028,Female,95,1,1,25674.38,0,0,513.49,5308.54,
2028,Female,95,1,2,0,2304.11,0,46.08,4423.78,
2028,Female,95,1,3,0,0,4937.38,98.75,3791.82,
2029,Male,50,1,1,52903.12,0,0,1058.06,5494.34,
2029,Male,50,1,2,0,4747.72,0,94.95,4578.62,
2029,Male,50,1,3,0,0,10173.68,203.47,3924.53,
2029,Male,55,1,1,97134.95,0,0,1942.7,5494.34,
2029,Male,55,1,2,0,8717.24,0,174.34,4578.62,
2029,Male,55,1,3,0,0,18679.8,373.6,3924.53,
2029,Male,60,1,1,149924.07,0,0,2998.48,5494.34,
2029,Male,60,1,2,0,13454.72,0,269.09,4578.62,
2029,Male,60,1,3,0,0,28831.55,576.63,3924.53,
2029,Male,65,1,1,194522.08,0,0,3890.44,5494.34,
2029,Male,65,1,2,0,17457.11,0,349.14,4578.62,
2029,Male,65,1,3,0,0,37408.09,748.16,3924.53,
2029,Male,70,1,1,212162.23,0,0,4243.24,5494.34,
2029,Male,70,1,2,0,19040.2,0,380.8,4578.62,
2029,Male,70,1,3,0,0,40800.43,816.01,3924.53,
2029,Male,75,1,1,194522.08,0,0,3890.44,5494.34,
2029,Male,75,1,2,0,17457.11,0,349.14,4578.62,
2029,Male,75,1,3,0,0,37408.09,748.16,3924.53,
2029,Male,80,1,1,149924.07,0,0,2998.48,5494.34,
2029,Male,80,1,2,0,13454.72,0,269.09,4578.62,
2029,Male,80,1,3,0,0,28831.55,576.63,3924.53,
2029,Male,85,1,1,97134.95,0,0,1942.7,5494.34,
2029,Male,85,1,2,0,8717.24,0,174.34,4578.62,
2029,Male,85,1,3,0,0,18679.8,373.6,3924.53,
2029,Male,90,1,1,52903.12,0,0,1058.06,5494.34,
2029,Male,90,1,2,0,4747.72,0,94.95,4578.62,
2029,Male,90,1,3,0,0,10173.68,203.47,3924.53,
2029,Male,95,1,1,24220.81,0,0,484.42,5494.34,
2029,Male,95,1,2,0,2173.66,0,43.47,4578.62,
2029,Male,95,1,3,0,0,4657.85,93.16,3924.53,
2029,Female,50,1,1,57311.71,0,0,1146.23,5494.34,
2029,Female,50,1,2,0,5143.36,0,102.87,4578.62,
2029,Female,50,1,3,0,0,11021.48,220.43,3924.53,
2029,Female,55,1,1,105229.53,0,0,2104.59,5494.34,
2029,Female,55,1,2,0,9443.68,0,188.87,4578.62,
2029,Female,55,1,3,0,0,20236.45,404.73,3924.53,
2029,Female,60,1,1,162417.75,0,0,3248.35,5494.34,
2029,Female,60,1,2,0,14575.95,0,291.52,4578.62,
2029,Female,60,1,3,0,0,31234.18,624.68,3924.53,
2029,Female,65,1,1,210732.25,0,0,4214.64,5494.34,
2029,Female,65,1,2,0,18911.87,0,378.24,4578.62,
2029,Female,65,1,3,0,0,40525.43,810.51,3924.53,
2029,Female,70,1,1,229842.41,0,0,4596.85,5494.34,
2029,Female,70,1,2,0,20626.88,0,412.54,4578.62,
2029,Female,70,1,3,0,0,44200.46,884.01,3924.53,
2029,Female,75,1,1,210732.25,0,0,4214.64,5494.34,
2029,Female,75,1,2,0,18911.87,0,378.24,4578.62,
2029,Female,75,1,3,0,0,40525.43,810.51,3924.53,
2029,Female,80,1,1,162417.75,0,0,3248.35,5494.34,
2029,Female,80,1,2,0,14575.95,0,291.52,4578.62,
2029,Female,80,1,3,0,0,31234.18,624.68,3924.53,
2029,Female,85,1,1,105229.53,0,0,2104.59,5494.34,
2029,Female,85,1,2,0,9443.68,0,188.87,4578.62,
2029,Female,85,1,3,0,0,20236.45,404.73,3924.53,
2029,Female,90,1,1,57311.71,0,0,1146.23,5494.34,
2029,Female,90,1,2,0,5143.36,0,102.87,4578.62,
2029,Female,90,1,3,0,0,11021.48,220.43,3924.53,
2029,Female,95,1,1,26239.21,0,0,524.78,5494.34,
2029,Female,95,1,2,0,2354.8,0,47.1,4578.62,
2029,Female,95,1,3,0,0,5046.0,100.92,3924.53,
2030,Male,50,1,1,54066.99,0,0,1081.34,5686.64,
2030,Male,50,1,2,0,4852.17,0,97.04,4738.87,
2030,Male,50,1,3,0,0,10397.5,207.95,4061.89,
2030,Male,55,1,1,99271.92,0,0,1985.44,5686.64,
2030,Male,55,1,2,0,8909.02,0,178.18,4738.87,
2030,Male,55,1,3,0,0,19090.75,381.82,4061.89,
2030,Male,60,1,1,153222.4,0,0,3064.45,5686.64,
2030,Male,60,1,2,0,13750.73,0,275.01,4738.87,
2030,Male,60,1,3,0,0,29465.85,589.32,4061.89,
2030,Male,65,1,1,198801.56,0,0,3976.03,5686.64,
2030,Male,65,1,2,0,17841.17,0,356.82,4738.87,
2030,Male,65,1,3,0,0,38231.07,764.62,4061.89,
2030,Male,70,1,1,216829.8,0,0,4336.6,5686.64,
2030,Male,70,1,2,0,19459.08,0,389.18,4738.87,
2030,Male,70,1,3,0,0,41698.04,833.96,4061.89,
2030,Male,75,1,1,198801.56,0,0,3976.03,5686.64,
2030,Male,75,1,2,0,17841.17,0,356.82,4738.87,
2030,Male,75,1,3,0,0,38231.07,764.62,4061.89,
2030,Male,80,1,1,153222.4,0,0,3064.45,5686.64,
2030,Male,80,1,2,0,13750.73,0,275.01,4738.87,
2030,Male,80,1,3,0,0,29465.85,589.32,4061.89,
2030,Male,85,1,1,99271.92,0,0,1985.44,5686.64,
2030,Male,85,1,2,0,8909.02,0,178.18,4738.87,
2030,Male,85,1,3,0,0,19090.75,381.82,4061.89,
2030,Male,90,1,1,54066.99,0,0,1081.34,5686.64,
2030,Male,90,1,2,0,4852.17,0,97.04,4738.87,
2030,Male,90,1,3,0,0,10397.5,207.95,4061.89,
2030,Male,95,1,1,24753.67,0,0,495.07,5686.64,
2030,Male,95,1,2,0,2221.48,0,44.43,4738.87,
2030,Male,95,1,3,0,0,4760.32,95.21,4061.89,
2030,Female,50,1,1,58572.57,0,0,1171.45,5686.64,
2030,Female,50,1,2,0,5256.51,0,105.13,4738.87,
2030,Female,50,1,3,0,0,11263.96,225.28,4061.89,
2030,Female,55,1,1,107544.57,0,0,2150.89,5686.64,
2030,Female,55,1,2,0,9651.44,0,193.03,4738.87,
2030,Female,55,1,3,0,0,20681.65,413.63,4061.89,
2030,Female,60,1,1,165990.94,0,0,3319.82,5686.64,
2030,Female,60,1,2,0,14896.62,0,297.93,4738.87,
2030,Female,60,1,3,0,0,31921.33,638.43,4061.89,
2030,Female,65,1,1,215368.36,0,0,4307.37,5686.64,
2030,Female,65,1,2,0,19327.93,0,386.56,4738.87,
2030,Female,65,1,3,0,0,41416.99,828.34,4061.89,
2030,Female,70,1,1,234898.95,0,0,4697.98,5686.64,
2030,Female,70,1,2,0,21080.67,0,421.61,4738.87,
2030,Female,70,1,3,0,0,45172.87,903.46,4061.89,
2030,Female,75,1,1,215368.36,0,0,4307.37,5686.64,
2030,Female,75,1,2,0,19327.93,0,386.56,4738.87,
2030,Female,75,1,3,0,0,41416.99,828.34,4061.89,
2030,Female,80,1,1,165990.94,0,0,3319.82,5686.64,
2030,Female,80,1,2,0,14896.62,0,297.93,4738.87,
2030,Female,80,1,3,0,0,31921.33,638.43,4061.89,
2030,Female,85,1,1,107544.57,0,0,2150.89,5686.64,
2030,Female,85,1,2,0,9651.44,0,193.03,4738.87,
2030,Female,85,1,3,0,0,20681.65,413.63,4061.89,
2030,Female,90,1,1,58572.57,0,0,1171.45,5686.64,
2030,Female,90,1,2,0,5256.51,0,105.13,4738.87,
2030,Female,90,1,3,0,0,11263.96,225.28,4061.89,
2030,Female,95,1,1,26816.48,0,0,536.33,5686.64,
2030,Female,95,1,2,0,2406.61,0,48.13,4738.87,
2030,Female,95,1,3,0,0,5157.01,103.14,4061.89,
2031,Male,50,1,1,55256.46,0,0,1105.13,5885.67,
2031,Male,50,1,2,0,4958.91,0,99.18,4904.73,
2031,Male,50,1,3,0,0,10626.24,212.52,4204.05,
2031,Male,55,1,1,101455.9,0,0,2029.12,5885.67,
2031,Male,55,1,2,0,9105.02,0,182.1,4904.73,
2031,Male,55,1,3,0,0,19510.75,390.21,4204.05,
2031,Male,60,1,1,156593.3,0,0,3131.87,5885.67,
2031,Male,60,1,2,0,14053.24,0,281.06,4904.73,
2031,Male,60,1,3,0,0,30114.1,602.28,4204.05,
2031,Male,65,1,1,203175.2,0,0,4063.5,5885.67,
2031,Male,65,1,2,0,18233.67,0,364.67,4904.73,
2031,Male,65,1,3,0,0,39072.15,781.44,4204.05,
2031,Male,70,1,1,221600.05,0,0,4432.0,5885.67,
2031,Male,70,1,2,0,19887.18,0,397.74,4904.73,
2031,Male,70,1,3,0,0,42615.39,852.31,4204.05,
2031,Male,75,1,1,203175.2,0,0,4063.5,5885.67,
2031,Male,75,1,2,0,18233.67,0,364.67,4904.73,
2031,Male,75,1,3,0,0,39072.15,781.44,4204.05,
2031,Male,80,1,1,156593.3,0,0,3131.87,5885.67,
2031,Male,80,1,2,0,14053.24,0,281.06,4904.73,
2031,Male,80,1,3,0,0,30114.1,602.28,4204.05,
2031,Male,85,1,1,101455.9,0,0,2029.12,5885.67,
2031,Male,85,1,2,0,9105.02,0,182.1,4904.73,
2031,Male,85,1,3,0,0,19510.75,390.21,4204.05,
2031,Male,90,1,1,55256.46,0,0,1105.13,5885.67,
2031,Male,90,1,2,0,4958.91,0,99.18,4904.73,
2031,Male,90,1,3,0,0,10626.24,212.52,4204.05,
2031,Male,95,1,1,25298.25,0,0,505.97,5885.67,
2031,Male,95,1,2,0,2270.36,0,45.41,4904.73,
2031,Male,95,1,3,0,0,4865.05,97.3,4204.05,
2031,Female,50,1,1,59861.17,0,0,1197.22,5885.67,
2031,Female,50,1,2,0,5372.16,0,107.44,4904.73,
2031,Female,50,1,3,0,0,11511.76,230.24,4204.05,
2031,Female,55,1,1,109910.56,0,0,2198.21,5885.67,
2031,Female,55,1,2,0,9863.77,0,197.28,4904.73,
2031,Female,55,1,3,0,0,21136.65,422.73,4204.05,
2031,Female,60,1,1,169642.74,0,0,3392.85,5885.67,
2031,Female,60,1,2,0,15224.35,0,304.49,4904.73,
2031,Female,60,1,3,0,0,32623.6,652.47,4204.05,
2031,Female,65,1,1,220106.46,0,0,4402.13,5885.67,
2031,Female,65,1,2,0,19753.14,0,395.06,4904.73,
2031,Female,65,1,3,0,0,42328.17,846.56,4204.05,
2031,Female,70,1,1,240066.72,0,0,4801.33,5885.67,
2031,Female,70,1,2,0,21544.45,0,430.89,4904.73,
2031,Female,70,1,3,0,0,46166.68,923.33,4204.05,
2031,Female,75,1,1,220106.46,0,0,4402.13,5885.67,
2031,Female,75,1,2,0,19753.14,0,395.06,4904.73,
2031,Female,75,1,3,0,0,42328.17,846.56,4204.05,
2031,Female,80,1,1,169642.74,0,0,3392.85,5885.67,
2031,Female,80,1,2,0,15224.35,0,304.49,4904.73,
2031,Female,80,1,3,0,0,32623.6,652.47,4204.05,
2031,Female,85,1,1,109910.56,0,0,2198.21,5885.67,
2031,Female,85,1,2,0,9863.77,0,197.28,4904.73,
2031,Female,85,1,3,0,0,21136.65,422.73,4204.05,
2031,Female,90,1,1,59861.17,0,0,1197.22,5885.67,
2031,Female,90,1,2,0,5372.16,0,107.44,4904.73,
2031,Female,90,1,3,0,0,11511.76,230.24,4204.05,
2031,Female,95,1,1,27406.44,0,0,548.13,5885.67,
2031,Female,95,1,2,0,2459.55,0,49.19,4904.73,
2031,Female,95,1,3,0,0,5270.47,105.41,4204.05,
2032,Male,50,1,1,56472.1,0,0,1129.44,6091.67,
2032,Male,50,1,2,0,5068.01,0,101.36,5076.39,
2032,Male,50,1,3,0,0,10860.02,217.2,4351.2,
2032,Male,55,1,1,103687.93,0,0,2073.76,6091.67,
2032,Male,55,1,2,0,9305.33,0,186.11,5076.39,
2032,Male,55,1,3,0,0,19939.99,398.8,4351.2,
2032,Male,60,1,1,160038.35,0,0,3200.77,6091.67,
2032,Male,60,1,2,0,14362.42,0,287.25,5076.39,
2032,Male,60,1,3,0,0,30776.61,615.53,4351.2,
2032,Male,65,1,1,207645.05,0,0,4152.9,6091.67,
2032,Male,65,1,2,0,18634.81,0,372.7,5076.39,
2032,Male,65,1,3,0,0,39931.74,798.63,4351.2,
2032,Male,70,1,1,226475.25,0,0,4529.51,6091.67,
2032,Male,70,1,2,0,20324.7,0,406.49,5076.39,
2032,Male,70,1,3,0,0,43552.93,871.06,4351.2,
2032,Male,75,1,1,207645.05,0,0,4152.9,6091.67,
2032,Male,75,1,2,0,18634.81,0,372.7,5076.39,
2032,Male,75,1,3,0,0,39931.74,798.63,4351.2,
2032,Male,80,1,1,160038.35,0,0,3200.77,6091.67,
2032,Male,80,1,2,0,14362.42,0,287.25,5076.39,
2032,Male,80,1,3,0,0,30776.61,615.53,4351.2,
2032,Male,85,1,1,103687.93,0,0,2073.76,6091.67,
2032,Male,85,1,2,0,9305.33,0,186.11,5076.39,
2032,Male,85,1,3,0,0,19939.99,398.8,4351.2,
