year,gender,age_grp,pension_class,pension_type,retired,disabled,widowed,deceased,avg_pension,pension_index
2026,Male,90,1,2,0,4482.48,0,89.65,4347.0,
2026,Male,90,1,3,0,0,9605.31,192.11,3726.0,
2026,Male,95,1,1,22867.69,0,0,457.35,5216.4,
2026,Male,95,1,2,0,2052.23,0,41.04,4347.0,
2026,Male,95,1,3,0,0,4397.63,87.95,3726.0,
2026,Female,50,1,1,54109.94,0,0,1082.2,5216.4,
2026,Female,50,1,2,0,4856.02,0,97.12,4347.0,
2026,Female,50,1,3,0,0,10405.76,208.12,3726.0,
2026,Female,55,1,1,99350.77,0,0,1987.02,5216.4,
2026,Female,55,1,2,0,8916.1,0,178.32,4347.0,
2026,Female,55,1,3,0,0,19105.92,382.12,3726.0,
2026,Female,60,1,1,153344.12,0,0,3066.88,5216.4,
2026,Female,60,1,2,0,13761.65,0,275.23,4347.0,
2026,Female,60,1,3,0,0,29489.25,589.79,3726.0,
2026,Female,65,1,1,198959.48,0,0,3979.19,5216.4,
2026,Female,65,1,2,0,17855.34,0,357.11,4347.0,
2026,Female,65,1,3,0,0,38261.44,765.23,3726.0,
2026,Female,70,1,1,217002.04,0,0,4340.04,5216.4,
2026,Female,70,1,2,0,19474.54,0,389.49,4347.0,
2026,Female,70,1,3,0,0,41731.16,834.62,3726.0,
2026,Female,75,1,1,198959.48,0,0,3979.19,5216.4,
2026,Female,75,1,2,0,17855.34,0,357.11,4347.0,
2026,Female,75,1,3,0,0,38261.44,765.23,3726.0,
2026,Female,80,1,1,153344.12,0,0,3066.88,5216.4,
2026,Female,80,1,2,0,13761.65,0,275.23,4347.0,
2026,Female,80,1,3,0,0,29489.25,589.79,3726.0,
2026,Female,85,1,1,99350.77,0,0,1987.02,5216.4,
2026,Female,85,1,2,0,8916.1,0,178.32,4347.0,
2026,Female,85,1,3,0,0,19105.92,382.12,3726.0,
2026,Female,90,1,1,54109.94,0,0,1082.2,5216.4,
2026,Female,90,1,2,0,4856.02,0,97.12,4347.0,
2026,Female,90,1,3,0,0,10405.76,208.12,3726.0,
2026,Female,95,1,1,24773.33,0,0,495.47,5216.4,
2026,Female,95,1,2,0,2223.25,0,44.46,4347.0,
2026,Female,95,1,3,0,0,4764.1,95.28,3726.0,
2027,Male,50,1,1,51446.06,0,0,1028.92,5398.97,
2027,Male,50,1,2,0,4616.95,0,92.34,4499.14,
2027,Male,50,1,3,0,0,9893.47,197.87,3856.41,
2027,Male,55,1,1,94459.66,0,0,1889.19,5398.97,
2027,Male,55,1,2,0,8477.15,0,169.54,4499.14,
2027,Male,55,1,3,0,0,18165.32,363.31,3856.41,
2027,Male,60,1,1,145794.87,0,0,2915.9,5398.97,
2027,Male,60,1,2,0,13084.15,0,261.68,4499.14,
2027,Male,60,1,3,0,0,28037.47,560.75,3856.41,
2027,Male,65,1,1,189164.55,0,0,3783.29,5398.97,
2027,Male,65,1,2,0,16976.31,0,339.53,4499.14,
2027,Male,65,1,3,0,0,36377.8,727.56,3856.41,
2027,Male,70,1,1,206318.86,0,0,4126.38,5398.97,
2027,Male,70,1,2,0,18515.8,0,370.32,4499.14,
2027,Male,70,1,3,0,0,39676.7,793.53,3856.41,
2027,Male,75,1,1,189164.55,0,0,3783.29,5398.97,
2027,Male,75,1,2,0,16976.31,0,339.53,4499.14,
2027,Male,75,1,3,0,0,36377.8,727.56,3856.41,
2027,Male,80,1,1,145794.87,0,0,2915.9,5398.97,
2027,Male,80,1,2,0,13084.15,0,261.68,4499.14,
2027,Male,80,1,3,0,0,28037.47,560.75,3856.41,
2027,Male,85,1,1,94459.66,0,0,1889.19,5398.97,
2027,Male,85,1,2,0,8477.15,0,169.54,4499.14,
2027,Male,85,1,3,0,0,18165.32,363.31,3856.41,
2027,Male,90,1,1,51446.06,0,0,1028.92,5398.97,
2027,Male,90,1,2,0,4616.95,0,92.34,4499.14,
2027,Male,90,1,3,0,0,9893.47,197.87,3856.41,
2027,Male,95,1,1,23553.72,0,0,471.07,5398.97,
2027,Male,95,1,2,0,2113.8,0,42.28,4499.14,
2027,Male,95,1,3,0,0,4529.56,90.59,3856.41,
2027,Female,50,1,1,55733.24,0,0,1114.66,5398.97,
2027,Female,50,1,2,0,5001.7,0,100.03,4499.14,
2027,Female,50,1,3,0,0,10717.93,214.36,3856.41,
2027,Female,55,1,1,102331.3,0,0,2046.63,5398.97,
2027,Female,55,1,2,0,9183.58,0,183.67,4499.14,
2027,Female,55,1,3,0,0,19679.1,393.58,3856.41,
2027,Female,60,1,1,157944.44,0,0,3158.89,5398.97,
2027,Female,60,1,2,0,14174.5,0,283.49,4499.14,
2027,Female,60,1,3,0,0,30373.93,607.48,3856.41,
2027,Female,65,1,1,204928.27,0,0,4098.57,5398.97,
2027,Female,65,1,2,0,18391.0,0,367.82,4499.14,
2027,Female,65,1,3,0,0,39409.28,788.19,3856.41,
2027,Female,70,1,1,223512.1,0,0,4470.24,5398.97,
2027,Female,70,1,2,0,20058.78,0,401.18,4499.14,
2027,Female,70,1,3,0,0,42983.1,859.66,3856.41,
2027,Female,75,1,1,204928.27,0,0,4098.57,5398.97,
2027,Female,75,1,2,0,18391.0,0,367.82,4499.14,
2027,Female,75,1,3,0,0,39409.28,788.19,3856.41,
2027,Female,80,1,1,157944.44,0,0,3158.89,5398.97,
2027,Female,80,1,2,0,14174.5,0,283.49,4499.14,
2027,Female,80,1,3,0,0,30373.93,607.48,3856.41,
2027,Female,85,1,1,102331.3,0,0,2046.63,5398.97,
2027,Female,85,1,2,0,9183.58,0,183.67,4499.14,
2027,Female,85,1,3,0,0,19679.1,393.58,3856.41,
2027,Female,90,1,1,55733.24,0,0,1114.66,5398.97,
2027,Female,90,1,2,0,5001.7,0,100.03,4499.14,
2027,Female,90,1,3,0,0,10717.93,214.36,3856.41,
2027,Female,95,1,1,25516.53,0,0,510.33,5398.97,
2027,Female,95,1,2,0,2289.95,0,45.8,4499.14,
2027,Female,95,1,3,0,0,4907.03,98.14,3856.41,
2028,Male,50,1,1,52989.45,0,0,1059.79,5587.94,
2028,Male,50,1,2,0,4755.46,0,95.11,4656.62,
2028,Male,50,1,3,0,0,10190.28,203.81,3991.38,
2028,Male,55,1,1,97293.45,0,0,1945.87,5587.94,
2028,Male,55,1,2,0,8731.46,0,174.63,4656.62,
2028,Male,55,1,3,0,0,18710.28,374.21,3991.38,
2028,Male,60,1,1,150168.72,0,0,3003.37,5587.94,
2028,Male,60,1,2,0,13476.68,0,269.53,4656.62,
2028,Male,60,1,3,0,0,28878.6,577.57,3991.38,
2028,Male,65,1,1,194839.49,0,0,3896.79,5587.94,
2028,Male,65,1,2,0,17485.6,0,349.71,4656.62,
2028,Male,65,1,3,0,0,37469.13,749.38,3991.38,
2028,Male,70,1,1,212508.43,0,0,4250.17,5587.94,
2028,Male,70,1,2,0,19071.27,0,381.43,4656.62,
2028,Male,70,1,3,0,0,40867.01,817.34,3991.38,
2028,Male,75,1,1,194839.49,0,0,3896.79,5587.94,
2028,Male,75,1,2,0,17485.6,0,349.71,4656.62,
2028,Male,75,1,3,0,0,37469.13,749.38,3991.38,
2028,Male,80,1,1,150168.72,0,0,3003.37,5587.94,
2028,Male,80,1,2,0,13476.68,0,269.53,4656.62,
2028,Male,80,1,3,0,0,28878.6,577.57,3991.38,
2028,Male,85,1,1,97293.45,0,0,1945.87,5587.94,
2028,Male,85,1,2,0,8731.46,0,174.63,4656.62,
2028,Male,85,1,3,0,0,18710.28,374.21,3991.38,
2028,Male,90,1,1,52989.45,0,0,1059.79,5587.94,
2028,Male,90,1,2,0,4755.46,0,95.11,4656.62,
2028,Male,90,1,3,0,0,10190.28,203.81,3991.38,
2028,Male,95,1,1,24260.34,0,0,485.21,5587.94,
2028,Male,95,1,2,0,2177.21,0,43.54,4656.62,
2028,Male,95,1,3,0,0,4665.45,93.31,3991.38,
2028,Female,50,1,1,57405.23,0,0,1148.1,5587.94,
2028,Female,50,1,2,0,5151.75,0,103.04,4656.62,
2028,Female,50,1,3,0,0,11039.47,220.79,3991.38,
2028,Female,55,1,1,105401.24,0,0,2108.02,5587.94,
2028,Female,55,1,2,0,9459.09,0,189.18,4656.62,
2028,Female,55,1,3,0,0,20269.47,405.39,3991.38,
2028,Female,60,1,1,162682.77,0,0,3253.66,5587.94,
2028,Female,60,1,2,0,14599.74,0,291.99,4656.62,
2028,Female,60,1,3,0,0,31285.15,625.7,3991.38,
2028,Female,65,1,1,211076.12,0,0,4221.52,5587.94,
2028,Female,65,1,2,0,18942.73,0,378.85,4656.62,
2028,Female,65,1,3,0,0,40591.56,811.83,3991.38,
2028,Female,70,1,1,230217.46,0,0,4604.35,5587.94,
2028,Female,70,1,2,0,20660.54,0,413.21,4656.62,
2028,Female,70,1,3,0,0,44272.59,885.45,3991.38,
2028,Female,75,1,1,211076.12,0,0,4221.52,5587.94,
2028,Female,75,1,2,0,18942.73,0,378.85,4656.62,
2028,Female,75,1,3,0,0,40591.56,811.83,3991.38,
2028,Female,80,1,1,162682.77,0,0,3253.66,5587.94,
2028,Female,80,1,2,0,14599.74,0,291.99,4656.62,
2028,Female,80,1,3,0,0,31285.15,625.7,3991.38,
2028,Female,85,1,1,105401.24,0,0,2108.02,5587.94,
2028,Female,85,1,2,0,9459.09,0,189.18,4656.62,
2028,Female,85,1,3,0,0,20269.47,405.39,3991.38,
2028,Female,90,1,1,57405.23,0,0,1148.1,5587.94,
2028,Female,90,1,2,0,5151.75,0,103.04,4656.62,
2028,Female,90,1,3,0,0,11039.47,220.79,3991.38,
2028,Female,95,1,1,26282.03,0,0,525.64,5587.94,
2028,Female,95,1,2,0,2358.64,0,47.17,4656.62,
2028,Female,95,1,3,0,0,5054.24,101.08,3991.38,
2029,Male,50,1,1,54579.13,0,0,1091.58,5783.52,
2029,Male,50,1,2,0,4898.13,0,97.96,4819.6,
2029,Male,50,1,3,0,0,10495.99,209.92,4131.08,
2029,Male,55,1,1,100212.25,0,0,2004.25,5783.52,
2029,Male,55,1,2,0,8993.41,0,179.87,4819.6,
2029,Male,55,1,3,0,0,19271.59,385.43,4131.08,
2029,Male,60,1,1,154673.78,0,0,3093.48,5783.52,
2029,Male,60,1,2,0,13880.98,0,277.62,4819.6,
2029,Male,60,1,3,0,0,29744.96,594.9,4131.08,
2029,Male,65,1,1,200684.68,0,0,4013.69,5783.52,
2029,Male,65,1,2,0,18010.16,0,360.2,4819.6,
2029,Male,65,1,3,0,0,38593.21,771.86,4131.08,
2029,Male,70,1,1,218883.68,0,0,4377.67,5783.52,
2029,Male,70,1,2,0,19643.41,0,392.87,4819.6,
2029,Male,70,1,3,0,0,42093.02,841.86,4131.08,
2029,Male,75,1,1,200684.68,0,0,4013.69,5783.52,
2029,Male,75,1,2,0,18010.16,0,360.2,4819.6,
2029,Male,75,1,3,0,0,38593.21,771.86,4131.08,
2029,Male,80,1,1,154673.78,0,0,3093.48,5783.52,
2029,Male,80,1,2,0,13880.98,0,277.62,4819.6,
2029,Male,80,1,3,0,0,29744.96,594.9,4131.08,
2029,Male,85,1,1,100212.25,0,0,2004.25,5783.52,
2029,Male,85,1,2,0,8993.41,0,179.87,4819.6,
2029,Male,85,1,3,0,0,19271.59,385.43,4131.08,
2029,Male,90,1,1,54579.13,0,0,1091.58,5783.52,
2029,Male,90,1,2,0,4898.13,0,97.96,4819.6,
2029,Male,90,1,3,0,0,10495.99,209.92,4131.08,
2029,Male,95,1,1,24988.15,0,0,499.76,5783.52,
2029,Male,95,1,2,0,2242.53,0,44.85,4819.6,
2029,Male,95,1,3,0,0,4805.41,96.11,4131.08,
2029,Female,50,1,1,59127.39,0,0,1182.55,5783.52,
2029,Female,50,1,2,0,5306.3,0,106.13,4819.6,
2029,Female,50,1,3,0,0,11370.65,227.41,4131.08,
2029,Female,55,1,1,108563.27,0,0,2171.27,5783.52,
2029,Female,55,1,2,0,9742.86,0,194.86,4819.6,
2029,Female,55,1,3,0,0,20877.55,417.55,4131.08,
2029,Female,60,1,1,167563.26,0,0,3351.27,5783.52,
2029,Female,60,1,2,0,15037.73,0,300.75,4819.6,
2029,Female,60,1,3,0,0,32223.7,644.47,4131.08,
2029,Female,65,1,1,217408.4,0,0,4348.17,5783.52,
2029,Female,65,1,2,0,19511.01,0,390.22,4819.6,
2029,Female,65,1,3,0,0,41809.31,836.19,4131.08,
2029,Female,70,1,1,237123.99,0,0,4742.48,5783.52,
2029,Female,70,1,2,0,21280.36,0,425.61,4819.6,
2029,Female,70,1,3,0,0,45600.77,912.02,4131.08,
2029,Female,75,1,1,217408.4,0,0,4348.17,5783.52,
2029,Female,75,1,2,0,19511.01,0,390.22,4819.6,
2029,Female,75,1,3,0,0,41809.31,836.19,4131.08,
2029,Female,80,1,1,167563.26,0,0,3351.27,5783.52,
2029,Female,80,1,2,0,15037.73,0,300.75,4819.6,
2029,Female,80,1,3,0,0,32223.7,644.47,4131.08,
2029,Female,85,1,1,108563.27,0,0,2171.27,5783.52,
2029,Female,85,1,2,0,9742.86,0,194.86,4819.6,
2029,Female,85,1,3,0,0,20877.55,417.55,4131.08,
2029,Female,90,1,1,59127.39,0,0,1182.55,5783.52,
2029,Female,90,1,2,0,5306.3,0,106.13,4819.6,
2029,Female,90,1,3,0,0,11370.65,227.41,4131.08,
2029,Female,95,1,1,27070.49,0,0,541.41,5783.52,
2029,Female,95,1,2,0,2429.4,0,48.59,4819.6,
2029,Female,95,1,3,0,0,5205.86,104.12,4131.08,
2030,Male,50,1,1,56216.5,0,0,1124.33,5985.94,
2030,Male,50,1,2,0,5045.07,0,100.9,4988.28,
2030,Male,50,1,3,0,0,10810.87,216.22,4275.67,
2030,Male,55,1,1,103218.62,0,0,2064.37,5985.94,
2030,Male,55,1,2,0,9263.21,0,185.26,4988.28,
2030,Male,55,1,3,0,0,19849.73,396.99,4275.67,
2030,Male,60,1,1,159313.99,0,0,3186.28,5985.94,
2030,Male,60,1,2,0,14297.41,0,285.95,4988.28,
2030,Male,60,1,3,0,0,30637.31,612.75,4275.67,
2030,Male,65,1,1,206705.22,0,0,4134.1,5985.94,
2030,Male,65,1,2,0,18550.47,0,371.01,4988.28,
2030,Male,65,1,3,0,0,39751.0,795.02,4275.67,
2030,Male,70,1,1,225450.19,0,0,4509.0,5985.94,
2030,Male,70,1,2,0,20232.71,0,404.65,4988.28,
2030,Male,70,1,3,0,0,43355.81,867.12,4275.67,
2030,Male,75,1,1,206705.22,0,0,4134.1,5985.94,
2030,Male,75,1,2,0,18550.47,0,371.01,4988.28,
2030,Male,75,1,3,0,0,39751.0,795.02,4275.67,
2030,Male,80,1,1,159313.99,0,0,3186.28,5985.94,
2030,Male,80,1,2,0,14297.41,0,285.95,4988.28,
2030,Male,80,1,3,0,0,30637.31,612.75,4275.67,
2030,Male,85,1,1,103218.62,0,0,2064.37,5985.94,
2030,Male,85,1,2,0,9263.21,0,185.26,4988.28,
2030,Male,85,1,3,0,0,19849.73,396.99,4275.67,
2030,Male,90,1,1,56216.5,0,0,1124.33,5985.94,
2030,Male,90,1,2,0,5045.07,0,100.9,4988.28,
2030,Male,90,1,3,0,0,10810.87,216.22,4275.67,
2030,Male,95,1,1,25737.79,0,0,514.76,5985.94,
2030,Male,95,1,2,0,2309.8,0,46.2,4988.28,
2030,Male,95,1,3,0,0,4949.58,98.99,4275.67,
2030,Female,50,1,1,60901.21,0,0,1218.02,5985.94,
2030,Female,50,1,2,0,5465.49,0,109.31,4988.28,
2030,Female,50,1,3,0,0,11711.77,234.24,4275.67,
2030,Female,55,1,1,111820.17,0,0,2236.4,5985.94,
2030,Female,55,1,2,0,10035.14,0,200.7,4988.28,
2030,Female,55,1,3,0,0,21503.88,430.08,4275.67,
2030,Female,60,1,1,172590.16,0,0,3451.8,5985.94,
2030,Female,60,1,2,0,15488.86,0,309.78,4988.28,
2030,Female,60,1,3,0,0,33190.41,663.81,4275.67,
2030,Female,65,1,1,223930.65,0,0,4478.61,5985.94,
2030,Female,65,1,2,0,20096.34,0,401.93,4988.28,
2030,Female,65,1,3,0,0,43063.59,861.27,4275.67,
2030,Female,70,1,1,244237.71,0,0,4884.75,5985.94,
2030,Female,70,1,2,0,21918.77,0,438.38,4988.28,
2030,Female,70,1,3,0,0,46968.79,939.38,4275.67,
2030,Female,75,1,1,223930.65,0,0,4478.61,5985.94,
2030,Female,75,1,2,0,20096.34,0,401.93,4988.28,
2030,Female,75,1,3,0,0,43063.59,861.27,4275.67,
2030,Female,80,1,1,172590.16,0,0,3451.8,5985.94,
2030,Female,80,1,2,0,15488.86,0,309.78,4988.28,
2030,Female,80,1,3,0,0,33190.41,663.81,4275.67,
2030,Female,85,1,1,111820.17,0,0,2236.4,5985.94,
2030,Female,85,1,2,0,10035.14,0,200.7,4988.28,
2030,Female,85,1,3,0,0,21503.88,430.08,4275.67,
2030,Female,90,1,1,60901.21,0,0,1218.02,5985.94,
2030,Female,90,1,2,0,5465.49,0,109.31,4988.28,
2030,Female,90,1,3,0,0,11711.77,234.24,4275.67,
2030,Female,95,1,1,27882.61,0,0,557.65,5985.94,
2030,Female,95,1,2,0,2502.29,0,50.05,4988.28,
2030,Female,95,1,3,0,0,5362.04,107.24,4275.67,
2031,Male,50,1,1,57903.0,0,0,1158.06,6195.45,
2031,Male,50,1,2,0,5196.42,0,103.93,5162.87,
2031,Male,50,1,3,0,0,11135.19,222.7,4425.32,
2031,Male,55,1,1,106315.18,0,0,2126.3,6195.45,
2031,Male,55,1,2,0,9541.11,0,190.82,5162.87,
2031,Male,55,1,3,0,0,20445.23,408.9,4425.32,
2031,Male,60,1,1,164093.41,0,0,3281.87,6195.45,
2031,Male,60,1,2,0,14726.33,0,294.53,5162.87,
2031,Male,60,1,3,0,0,31556.42,631.13,4425.32,
2031,Male,65,1,1,212906.37,0,0,4258.13,6195.45,
2031,Male,65,1,2,0,19106.98,0,382.14,5162.87,
2031,Male,65,1,3,0,0,40943.53,818.87,4425.32,
2031,Male,70,1,1,232213.7,0,0,4644.27,6195.45,
2031,Male,70,1,2,0,20839.69,0,416.79,5162.87,
2031,Male,70,1,3,0,0,44656.48,893.13,4425.32,
2031,Male,75,1,1,212906.37,0,0,4258.13,6195.45,
2031,Male,75,1,2,0,19106.98,0,382.14,5162.87,
2031,Male,75,1,3,0,0,40943.53,818.87,4425.32,
2031,Male,80,1,1,164093.41,0,0,3281.87,6195.45,
2031,Male,80,1,2,0,14726.33,0,294.53,5162.87,
2031,Male,80,1,3,0,0,31556.42,631.13,4425.32,
2031,Male,85,1,1,106315.18,0,0,2126.3,6195.45,
2031,Male,85,1,2,0,9541.11,0,190.82,5162.87,
2031,Male,85,1,3,0,0,20445.23,408.9,4425.32,
2031,Male,90,1,1,57903.0,0,0,1158.06,6195.45,
2031,Male,90,1,2,0,5196.42,0,103.93,5162.87,
2031,Male,90,1,3,0,0,11135.19,222.7,4425.32,
2031,Male,95,1,1,26509.92,0,0,530.2,6195.45,
2031,Male,95,1,2,0,2379.1,0,47.58,5162.87,
2031,Male,95,1,3,0,0,5098.06,101.96,4425.32,
2031,Female,50,1,1,62728.25,0,0,1254.56,6195.45,
2031,Female,50,1,2,0,5629.46,0,112.59,5162.87,
2031,Female,50,1,3,0,0,12063.12,241.26,4425.32,
2031,Female,55,1,1,115174.78,0,0,2303.5,6195.45,
2031,Female,55,1,2,0,10336.2,0,206.72,5162.87,
2031,Female,55,1,3,0,0,22149.0,442.98,4425.32,
2031,Female,60,1,1,177767.86,0,0,3555.36,6195.45,
2031,Female,60,1,2,0,15953.53,0,319.07,5162.87,
2031,Female,60,1,3,0,0,34186.13,683.72,4425.32,
2031,Female,65,1,1,230648.57,0,0,4612.97,6195.45,
2031,Female,65,1,2,0,20699.23,0,413.98,5162.87,
2031,Female,65,1,3,0,0,44355.49,887.11,4425.32,
2031,Female,70,1,1,251564.84,0,0,5031.3,6195.45,
2031,Female,70,1,2,0,22576.33,0,451.53,5162.87,
2031,Female,70,1,3,0,0,48377.85,967.56,4425.32,
2031,Female,75,1,1,230648.57,0,0,4612.97,6195.45,
2031,Female,75,1,2,0,20699.23,0,413.98,5162.87,
2031,Female,75,1,3,0,0,44355.49,887.11,4425.32,
2031,Female,80,1,1,177767.86,0,0,3555.36,6195.45,
2031,Female,80,1,2,0,15953.53,0,319.07,5162.87,
2031,Female,80,1,3,0,0,34186.13,683.72,4425.32,
2031,Female,85,1,1,115174.78,0,0,2303.5,6195.45,
2031,Female,85,1,2,0,10336.2,0,206.72,5162.87,
2031,Female,85,1,3,0,0,22149.0,442.98,4425.32,
2031,Female,90,1,1,62728.25,0,0,1254.56,6195.45,
2031,Female,90,1,2,0,5629.46,0,112.59,5162.87,
2031,Female,90,1,3,0,0,12063.12,241.26,4425.32,
2031,Female,95,1,1,28719.08,0,0,574.38,6195.45,
2031,Female,95,1,2,0,2577.35,0,51.55,5162.87,
2031,Female,95,1,3,0,0,5522.9,110.46,4425.32,
2032,Male,50,1,1,59640.09,0,0,1192.8,6412.29,
2032,Male,50,1,2,0,5352.32,0,107.05,5343.57,
2032,Male,50,1,3,0,0,11469.25,229.38,4580.21,
2032,Male,55,1,1,109504.63,0,0,2190.09,6412.29,
2032,Male,55,1,2,0,9827.34,0,196.55,5343.57,
2032,Male,55,1,3,0,0,21058.58,421.17,4580.21,
2032,Male,60,1,1,169016.21,0,0,3380.32,6412.29,
2032,Male,60,1,2,0,15168.12,0,303.36,5343.57,
2032,Male,60,1,3,0,0,32503.12,650.06,4580.21,
2032,Male,65,1,1,219293.56,0,0,4385.87,6412.29,
2032,Male,65,1,2,0,19680.19,0,393.6,5343.57,
2032,Male,65,1,3,0,0,42171.84,843.44,4580.21,
2032,Male,70,1,1,239180.11,0,0,4783.6,6412.29,
2032,Male,70,1,2,0,21464.88,0,429.3,5343.57,
2032,Male,70,1,3,0,0,45996.17,919.92,4580.21,
2032,Male,75,1,1,219293.56,0,0,4385.87,6412.29,
2032,Male,75,1,2,0,19680.19,0,393.6,5343.57,
2032,Male,75,1,3,0,0,42171.84,843.44,4580.21,
2032,Male,80,1,1,169016.21,0,0,3380.32,6412.29,
2032,Male,80,1,2,0,15168.12,0,303.36,5343.57,
2032,Male,80,1,3,0,0,32503.12,650.06,4580.21,
2032,Male,85,1,1,109504.63,0,0,2190.09,6412.29,
2032,Male,85,1,2,0,9827.34,0,196.55,5343.57,
2032,Male,85,1,3,0,0,21058.58,421.17,4580.21,
